DateTime,AirportDistance,AltAGL,AltMSL Lag Diff,amp1,amp2,AOASimple,CAS,Coordination Index,E1 CHT Divergence,E1 CHT1,E1 CHT2,E1 CHT3,E1 CHT4,E1 EGT Divergence,E1 EGT1,E1 EGT2,E1 EGT3,E1 EGT4,E1 FFlow,E1 OilP,E1 OilT,E1 RPM,FQtyL,FQtyR,GndSpd,HAL,HDG,HPLfd,IAS,LatAc,LOC-I Index,NAV1,NAV2,NormAc,OAT,Pitch,Roll,RunwayDistance,Stall Index,TAS,Total Fuel,TRK,volt1,volt2,VPLwas,VSpd,VSpd Calculated,VSpdG
14122,10000,1659,-107.7,0,0,1.047914068,90.29,1.123991673,32.31,257.55,257.74,263.7,289.86,76.68,1225.48,1214,1272.79,1196.11,5.05,60.75,173.88,1774.2,10.79,10.08,91.36,40,216.6,8.5,90.29,0.02,0.000785,110.3,110.3,0.03,24.8,-3.28,0.08,500,0.069860938,96,20.87,217.5,28.2,28,18,-524.05,-690,-594.5
3416,10000,1744,-19,1.9,0,1.237111687,103.78,1.311385827,24.29,359.13,334.84,340.2,356.79,11.17,1311.46,1319.38,1322.63,1314.29,10.49,60.94,177.51,2414.6,11.83,14.35,108.91,1852,280.6,11.5,103.78,0.02,0.001081554,109.2,110.1,0.02,25.5,0.91,0.46,500,0.082474112,110,26.18,281.3,28.1,28.1,15,-79.27,-60,-86.6
4938,10000,4466,72.7,1.1,0,4.05286078,85,0.693972364,39.47,385.93,380.5,379.37,418.84,3.29,1365.76,1367.12,1369.05,1368.53,11.69,61.11,202.63,2513,22.86,23.67,80.16,3704,309.1,26.5,85,0,0.001875049,110.1,109.4,0,20.5,6.25,0.4,500,0.270190719,94,46.53,310.7,28.2,28.1,18,362.55,330,362.2
6401,10000,4610,-1.1,0.3,0,0.890555373,104.04,28.78741338,43.25,339.14,337.21,346.15,380.46,9.72,1348.44,1350.47,1350.08,1340.75,9.89,64.49,188.5,2539.8,19.94,20.43,108.68,3704,309.6,13.5,104.04,0.01,0.01709119,110.3,110.3,-0.06,17.5,1.38,0.14,500,0.059370358,117,40.37,309.8,28.2,28.1,15,31.72,90,82.7
10772,10000,5345,-1.8,0.1,-0.1,1.8,99.56,1.264490523,43.54,339.32,339.17,349.1,382.71,9.06,1338.44,1344.81,1341.46,1335.75,9.52,64.85,191.05,2506,14.37,13.42,116.11,3704,122.7,11,99.56,0,0.001517389,110.3,110.3,-0.01,15.5,1.8,-0.09,500,0.12,113,27.79,126.5,28.2,28.1,14,13.67,0,3.9
7168,10000,3742,1.2,0.1,0,1.086773015,101.52,6.181895448,44.35,346.49,346.91,356.1,390.84,11.98,1346.96,1347.82,1342.8,1335.84,9.97,63.37,195.57,2507.8,18.97,18.91,111.25,3704,314.1,11,101.52,-0.01,0.004478878,110.3,110.3,0.04,19.5,2.09,0.44,500,0.072451534,114,37.88,308.7,28.2,28,14,-109.45,180,11.8
5329,10000,5225,2,0.6,0,0.077983194,102.56,34.26452392,46.13,357.72,361.17,366.33,403.85,10.82,1350.11,1352.66,1349.82,1341.84,9.78,62.97,197.84,2518.5,20.8,23.24,97.27,3704,310.6,27,102.56,0.01,0.001781371,110.1,109.4,-0.01,17.5,0.74,-1.36,500,0.00519888,115,44.04,310,28.2,28,17,-14.48,120,43.3
5633,10000,5061,6.8,0.5,0,1.91,102.33,54.63724257,44.8,346.69,346.93,353.66,391.49,5.97,1361.9,1360.86,1356.48,1355.93,10.32,64.12,191.88,2560,20.23,22.71,105.43,3704,308.8,16,102.33,-0.02,0.069571422,110.1,109.4,0.03,17,1.91,-1.2,500,0.127333333,114,42.94,309.8,28.2,28,15,-17.69,0,47.2
204,645.6171374,13,0.3,4.1,0.5,2.04,20.667,1.264490523,16.04,324.59,317.6,333.64,325.31,58.09,1319.2,1279.33,1337.42,1288.42,5.26,55.95,173.97,1753.9,14.81,19.19,0,3704,122.5,11,0,0,0.001719707,109.2,110.1,-0.06,30,2.04,-0.09,500,0.136,0,34,279.7,28.1,28.1,14,-3.65,0,0
6093,10000,4174,-9.9,0.3,0,1.429652882,102.98,17.01693161,42.73,335.38,334.69,343.97,377.42,10.52,1336.97,1339.13,1338.62,1328.61,9.74,64.24,188.48,2516,19.68,21.41,104.15,3704,307.8,14.5,102.98,0,0.01621887,110.3,110.3,-0.02,17,1.1,-0.67,500,0.095310192,115,41.09,309.7,28.2,28.1,16,-56.09,-60,-43.3
10519,10000,5910,4.4,0.1,0,1.228426578,98.93,32.94862181,44.37,353.21,356.53,361.85,397.58,9.75,1340.81,1342.93,1338.69,1333.18,9.48,63.68,198.66,2508.6,14.27,14.21,120.23,3704,123.8,11.5,98.93,0.03,0.026983308,110.3,110.3,-0.06,15.2,1.4,-0.79,500,0.081895105,113,28.48,126,28.2,28.1,14,8.68,30,11.8
14234,7975.022049,756,-141,0,0,1.386128657,79.84,100,30.59,265.58,266.48,269.62,296.17,462.18,908.87,1189,726.82,1171.93,1.78,52.01,171.1,1138.2,10.67,10.73,81.78,40,213.2,8.5,79.84,0.01,0.092408577,110.3,110.3,0.03,26.8,-4.15,-3.16,500,0.092408577,84,21.4,218,28.2,28,18,-974.82,-780,-692.9
151,644.3001957,12,0.1,4.9,0.7,3.131324554,20.667,0.998852759,18.77,300.7,293.92,312.69,305.23,48.72,1236.3,1202.75,1251.47,1222.38,7.24,57.9,173.29,1840.3,15.24,19.44,0,3704,122.6,11,0,0,0.002085155,109.2,110.1,-0.05,30.2,2.31,0.04,500,0.20875497,0,34.68,279.7,28.1,28,14,8.73,-30,0
17913,1613.032455,2,-0.5,2.5,0.1,4.22,20.667,6.322390215,18.05,250.73,268.78,256.73,265.95,282.54,931.65,1071.83,908.28,1190.82,1.66,55.65,160.46,828.9,14.52,16.46,0,1852,266.3,18,0,0,0.017786991,116.2,114.3,-0.01,23,4.22,0.45,500,0.281333333,0,30.98,267.9,27.9,27.9,18,-7.05,0,0
9459,2784.764396,0,1.7,0,0,3.231324554,20.667,8.289294785,73.35,250.74,296.8,249.03,322.38,227.85,988.14,1100.58,872.73,1062.87,1.5,47.73,182.8,793.2,16.57,14.72,0,3704,10.2,11,0,-0.02,0.017856935,110.3,110.3,0,33.2,2.41,0.59,500,0.215421637,0,31.29,11.3,28.1,28,14,11.39,-30,0
18244,544.3684843,0,-1.2,0.4,0,2.42,20.667,2.809276501,30.33,273.87,304.2,285.22,301.93,58.05,1043.05,1071.77,1032.4,1090.45,1.93,59.4,159.87,1051.4,14.37,17.08,0,1852,176.6,17.5,0,0,0.004532299,116.2,114.3,0,23,2.42,-0.09,500,0.161333333,0,31.45,176.2,28.1,28.1,18,6.52,0,0
968,10000,710,25.7,2.2,0.1,1.438641007,86.38,100,13,364.44,351.44,356.14,356.76,33.06,1280.64,1310.67,1299.81,1313.7,15.46,61.55,182.27,2478,13.72,19.01,88.7,3704,164.3,14,86.38,0.02,0.0959094,109.2,110.1,-0.07,27.5,6.16,-16.83,500,0.0959094,90,32.73,165.1,28.1,28.1,14,500.52,720,582.7
15153,1879.888246,2,0.4,0.7,0.1,2.278675446,20.667,8.848751201,7.51,311.91,304.4,307.24,308.27,13.18,1021.44,1015.56,1008.26,1015.69,1.71,56.19,160.37,863.6,19.24,19.44,0,1852,133.1,17,0,-0.01,0.013442288,116.2,114.3,-0.01,23.8,3.1,0.85,1.538010018,0.151911696,0,38.68,135.5,28,28,15,-4.83,30,-3.9
4452,2418.915984,8,-1.1,2.4,0,6.29388902,28.647,10.13207068,63.02,302.3,315.53,279.21,342.23,31.01,1226.71,1197.49,1211.45,1195.7,15.04,67.91,141.92,2409.9,22.42,24,25.56,3704,217.3,25.5,11.4,0,0.042513419,110.1,109.4,0.05,33.2,3.33,0.98,5.622901976,0.419592601,12,46.42,216.6,28.1,28,18,-56.91,-150,-7.9
4472,314.016617,42,37.8,2.3,0,6.204532223,71.55,100,62.38,315.13,322.83,290.55,352.93,9.87,1272.51,1271.9,1281.77,1275.03,15.31,67.68,144.16,2458.8,24,24,72.45,3704,218.9,25.5,71.55,0.06,0.413635482,110.1,109.4,0.17,32.5,9.29,0.81,5.236431182,0.413635482,75,48,215.5,28.1,28,18,448.42,390,586.6
9341,671.2208492,0,-2.1,-0.1,0,3.161324554,20.667,14.45061605,49.79,242.27,262.06,244.26,292.06,16.72,1081.64,1074.43,1066.06,1064.92,2.17,50.33,183.49,1011.9,16.65,14.67,13.39,556,54.7,11.5,0,-0.01,0.030455392,110.3,110.3,-0.05,32,2.34,1.14,500,0.21075497,0,31.32,52.8,28.1,28,14,-16,-30,-11.8
1512,1705.507671,16,-65.1,2.1,0.1,5.719834653,60.371,50.90476565,22.77,306.38,283.61,301.74,304.05,50.32,1202.15,1169.06,1219.38,1180.33,6.42,54.72,182.78,1735.1,14.27,17.73,61.15,3704,206.5,14.5,56.72,-0.03,0.194111228,109.2,110.1,0.08,28.2,3.47,-2.33,3.292416471,0.38132231,58,32,209.7,28.1,28.1,15,-163.01,-240,-220.5
14303,704.826106,0,-3.2,0,0,1.81,20.667,100,46.87,231.27,249.79,231.81,278.14,297.88,933.53,1003.82,705.94,986.83,1.72,49.13,172.17,831.7,9.83,10.03,10.9,40,285.2,9,0,0.1,0.120666667,110.3,110.3,0.02,29.5,1.81,0.3,72.44701717,0.120666667,0,19.86,278.2,28.1,28,18,3.99,0,-15.7
16303,3726.849006,119,-57.5,0.5,0,0.687687855,67.084,24.75304089,4.4,285.03,287.12,282.72,283.29,41.58,1173.71,1197.8,1156.22,1171.68,6.91,67.7,163.33,1817.6,17.23,19.8,65.04,1852,132,21,66.31,0.02,0.011348244,116.2,114.3,0.02,21.5,-2.35,-1.05,500,0.045845857,68,37.03,131.7,28.1,28,18,-375.94,-360,-405.5
804,10000,365,-81.7,2.3,0.1,4.958405627,65.348,100,23.69,321.37,301.4,315.16,325.09,38.02,1244.49,1231.19,1259.3,1221.28,10.06,60.09,188.37,2175.7,15.1,18.91,67.67,3704,256.1,14,63.83,0.01,0.330560375,109.2,110.1,0.04,27.5,2.88,-5.15,500,0.330560375,66,34.01,261.2,28.1,28.1,14,-424.76,-240,-248
14352,648.0548269,0,-0.4,-0.1,0,1.92,20.667,55.79984584,60.08,233.62,256.38,225.55,285.63,70.49,1171.61,1104.32,1128.76,1101.12,3.32,52.53,172.55,1073.9,11.55,5.9,9.86,40,220.6,9,0,0.02,0.071423803,110.3,110.3,-0.02,29.5,1.92,-0.2,500,0.128,0,17.45,218.6,28.1,28,17,14.85,0,-11.8
742,10000,894,-17.5,2.3,0.1,1.72,68.624,100,23.87,360.67,344.1,348.27,367.97,38.29,1183.11,1221.4,1212.32,1215.14,2.83,47.78,188.53,1366.2,14.1,20.05,77.7,3704,38.4,14,68.51,0.02,0.114666667,109.2,110.1,-0.11,26.8,1.72,-6.57,500,0.114666667,71,34.15,36,28.1,28.1,14,-131.75,0,-196.9
16154,10000,803,3.5,0.5,0,5.252842516,79.07,100,13.56,322.34,323.37,316.03,309.81,53.83,1248.73,1285.11,1231.28,1246.95,8.5,68.1,163.18,2033.3,18.02,17.46,84.4,1852,32.7,15,79.07,0,0.350189501,116.2,114.3,0.03,21.5,3.75,-9.45,500,0.350189501,83,35.48,26.1,28,27.9,16,-176.83,-210,-55.1
9261,4011.393079,397,-84.7,0,0,0.928841488,85.51,11.80230012,31.49,271.76,274.26,276.53,303.25,382.34,823.31,1148.05,765.71,1127.41,1.42,51.33,182.67,1157.1,17.58,15.61,86.62,556,237,11.5,85.51,-0.03,0.007308311,110.3,110.3,-0.09,30.5,-2.05,3.3,500,0.061922766,89,33.19,232.2,28.2,28,14,-503.6,-450,-535.4
16421,10000,543,137.4,1.2,0,3.196741553,77.64,39.27801512,11.59,309.01,314.47,308.36,302.88,61.44,1244.79,1286.49,1225.05,1243.91,15.47,71.86,162.25,2411.8,17.2,17.63,72.85,1852,126.9,17,77.64,-0.01,0.083707775,116.2,114.3,-0.03,21.5,9.11,-1.56,500,0.213116104,81,34.83,127.6,28,28,17,873.94,810,846.5
16649,3664.481793,129,-72.2,0.5,0,0.973862346,67.287,18.55124474,6.91,283.25,286.95,282.41,280.04,40.72,1176.76,1204.11,1163.39,1179.55,7.03,67.6,162.53,1807.4,17.2,18.55,66.71,1852,131,17,66.6,0.02,0.012044239,116.2,114.3,0.01,21.8,-2.56,1.18,500,0.064924156,69,35.75,131.3,28.1,28,17,-295.35,-420,-354.3
991,10000,937,136,2.2,0.1,3.219437843,87.84,100,11.49,373.52,362.03,364.3,368.5,34.89,1279.11,1311.28,1296.12,1314,15.23,61.38,184.41,2491,13.4,18.91,87.84,3704,102.1,15,87.84,0.02,0.21462919,109.2,110.1,0.02,27.5,8.25,-21.64,500,0.21462919,92,32.31,100.7,28.1,28.1,14,913.86,780,964.6
956,10000,700,65.1,2.3,0.1,-0.916370974,71.49,100,14.29,358.69,344.4,350.71,349.99,41.39,1265.47,1297.46,1294.65,1306.86,15.04,60.16,181.55,2415.7,14.22,18.81,74.68,3704,196.6,14,71.49,0.02,0.061091398,109.2,110.1,-0.12,27.8,5.03,-11.12,500,0.061091398,74,33.03,199.2,28.1,28.1,14,338.72,750,429.1
775,10000,554,-98.5,2.3,0.1,2.268706982,66.979,5.350332434,27.35,335.24,315.85,326.63,343.2,50.84,1138.3,1189.14,1171.93,1174.45,2.83,48.13,190.04,1345.3,14.66,19.85,72.8,3704,301.5,14,66.16,-0.01,0.008092224,109.2,110.1,0.03,27,-0.52,1.41,500,0.151247132,69,34.51,305.2,28.1,28.1,14,-552.69,-330,-338.6
15601,10000,827,-20.8,0.6,0,2.139320171,92.7,20.36165813,12.8,338.97,343.37,332.39,330.57,51.36,1250.28,1288.65,1237.29,1253.34,7.8,68.26,165.21,2064,17.31,20.34,109.18,1852,311.7,18.5,92.7,-0.01,0.029040071,116.2,114.3,0.02,21.5,1.59,1.01,500,0.142621345,97,37.65,311.6,28,28,16,-313.35,-90,-133.9
15383,10000,453,-62,0.6,0,1.578241873,64.214,100,6.5,304.57,305.9,299.4,304.22,22.21,1155.39,1170.98,1148.77,1170.38,3.41,62.96,166.87,1447.8,18,21.47,67.82,1852,209,19,62.21,0.01,0.105216125,116.2,114.3,0.02,21.8,-2.92,-12.61,500,0.105216125,65,39.47,216.2,28,28,16,-561.31,-510,-566.9
3613,3871.572185,146,-88.8,1.9,0,3.178971728,66.874,13.43067324,27.46,299.29,271.83,291.06,289.49,51.4,1202.14,1172.32,1223.72,1182.46,4.77,53.43,175.73,1625.9,12.66,13.99,74.29,1852,216.3,11,66.01,0.05,0.02846382,109.2,110.1,-0.03,29,-1.14,0.12,500,0.211931449,69,26.65,218,28.1,28.1,15,-533.16,-510,-456.7
1154,10000,433,-103.7,2.2,0.1,3.024184575,68.204,100,26.41,318.31,295.99,310.42,322.4,45.45,1153.9,1126.45,1171.9,1157.52,6.47,55.11,186.12,1783.7,14.35,18.83,66.79,3704,220.3,14.5,67.91,-0.01,0.201612305,109.2,110.1,0.05,27.2,-1.46,-5.88,500,0.201612305,70,33.18,227.4,28.1,28.1,14,-461.3,-540,-488.2
16129,5132.348593,580,95.2,0.5,0,1.887546748,79.46,100,11.85,306.06,306.69,301.2,294.84,62.15,1244.45,1287.18,1225.03,1241.17,15.5,72.53,162.7,2431.1,17.63,18.11,74.08,1852,130.4,16.5,79.46,0,0.12583645,116.2,114.3,0.01,21.2,9.17,-15.06,500,0.12583645,83,35.74,131.1,28,28,15,579.02,1020,889.8
539,405.7957611,37,26,2.7,0.3,1.14836972,65.894,21.0322592,31.38,351.07,332.36,363.74,346.06,35.36,1260.72,1287.64,1284.43,1296.08,15.12,60.99,184.7,2389.3,14.61,20.05,64.42,3704,210.4,13.5,64.61,0,0.016101873,109.2,110.1,-0.12,30.2,9.42,2.4,1.986622852,0.076557981,67,34.66,211.3,28.1,28.1,14,658.48,960,740.2
544,142.8694275,75,61,2.7,0.3,4.750946545,66.629,100,30.55,354.01,335.38,365.93,347.93,35.04,1265.29,1293.86,1289.4,1300.33,15.38,60.67,184.63,2387.7,14.42,20.17,67.02,3704,214,13.5,65.66,0.06,0.31672977,109.2,110.1,-0.1,30.2,5.77,1.23,20.26405519,0.31672977,68,34.59,211.4,28.1,28.1,14,456.32,120,330.7
9646,977.1947948,14,23.2,0,0,6.002882547,64.403,81.70539409,85.42,295.69,327.71,274.18,359.6,15.28,1251.9,1261.35,1267.18,1262.56,15.18,67.85,180.9,2419.6,15.82,15.46,63.51,3704,236.8,11,62.48,0.01,0.326978589,110.3,110.3,0.02,32.2,6.53,2.52,1.509276525,0.40019217,65,31.28,234.5,28.2,28.1,14,354.45,60,192.9
15811,1001.317351,6,3.3,3.5,0.1,5.092371816,60.518,8.864035305,5.96,274.02,279.89,273.93,275.49,62.99,1203.08,1241.08,1178.09,1201.88,15.73,73.5,164.91,2347.4,17.68,20.09,58.63,1852,131.2,18.5,56.93,-0.03,0.030092642,116.2,114.3,0.16,22.8,8.46,1.3,4.261050625,0.339491454,59,37.77,131.6,28,28,16,52.82,360,169.3
884,956.6505161,22,16.5,2.3,0.1,2.58682391,64.116,75.75374744,19.78,315.46,295.68,311.14,312.01,27.85,1234.07,1252.08,1252.05,1261.92,15.29,61.16,183.67,2402.1,14.66,19.22,64.52,3704,207.7,13.5,62.07,0.04,0.13064107,109.2,110.1,-0.05,29.2,9.22,1.49,6.02470338,0.172454927,64,33.88,210.2,28.1,28.1,14,428.76,750,464.6
538,508.9059951,24,12.9,2.7,0.3,0.685728293,64.697,1.030721985,31.57,350.5,331.81,363.38,345.74,34.17,1259.83,1286.81,1281.29,1294,15.32,61.62,184.7,2391.7,14.85,20.08,64.75,3704,211.5,13.5,62.9,-0.03,0.000471,109.2,110.1,-0.04,30.2,10.44,0.97,0.24820593,0.04571522,65,34.93,210.9,28.1,28.1,14,270.77,1110,692.9
14276,2584.116838,20,-108.8,-0.1,0,4.425265775,64.543,9.613815465,39.34,245.64,257.26,249.16,284.98,455.48,783.7,1053.73,598.25,1053.28,1.77,51.73,171.39,1046.6,9.86,10.95,64.44,40,215.3,9,62.68,0.05,0.028362459,110.3,110.3,-0.1,28.2,-0.05,1.03,2.279926393,0.295017718,65,20.81,216.6,28.1,28,18,-491.02,-510,-322.8
852,1969.084443,23,-71,2.3,0.1,4.42673426,64.62,1.322294507,20.27,319.41,299.14,314.31,316.81,31.24,1192.35,1208.48,1223.59,1202.44,2.95,48.72,185.07,1326,14.83,19.22,63.12,3704,210,14,62.79,0.05,0.003902298,109.2,110.1,0.13,28.2,1.01,2.33,8.238373428,0.295115617,65,34.05,209.3,28.1,28.1,14,-590.14,-390,-393.7
1895,113.8349315,7,-5.2,3.8,0.2,5.576444814,51.579,22.86188316,27.17,299.44,272.27,292.46,291.32,82.43,1128.09,1053.11,1135.54,1122.72,15.29,61,179.14,2369.6,13.43,17.2,51.1,3704,209,12,44.16,-0.01,0.08499202,109.2,110.1,-0.05,29.2,4.26,-0.52,0.334991687,0.371762988,46,30.63,208.8,28.1,28.1,14,-153.12,-120,-11.8
9651,410.6400396,35,39.6,0,0,5.72611121,64.865,54.18983613,83.83,300.03,330.41,278.81,362.64,14.75,1262.05,1270.17,1276.8,1272.21,15.34,67.38,180.79,2445.4,16.55,14.39,69.18,3704,238.7,11,63.14,0.01,0.206864685,110.3,110.3,0.11,32.2,7.82,0.69,14.47855915,0.381740747,66,30.94,236.8,28.2,28.1,14,157.26,240,326.8
1202,1508.108082,9,-67.4,2.1,0,8.025403335,60.406,100,22.12,305.53,283.41,300.62,302.91,113.51,1135.17,1072.58,1186.09,1124.22,1.21,41.82,182.48,888.9,14.59,19.34,62.9,3704,212.9,14,56.77,0.01,0.535026889,109.2,110.1,-0.01,28.2,4.37,-2.52,3.859114364,0.535026889,58,33.93,210.1,27.9,28,14,-492.83,-390,-110.2
1878,1337.517191,11,-71.7,1.9,0,5.195470435,60.035,99.82832523,27,302.08,275.08,294.38,294.7,49.18,1196.53,1168.67,1215.68,1166.5,2.73,48.67,180.59,1364.8,13.95,17.52,60.78,3704,209.8,12,56.24,-0.01,0.345770075,109.2,110.1,0.08,28.8,4.63,-1.31,0.055458348,0.346364696,58,31.47,210.7,28.1,28.1,14,-299.26,-60,-149.6
1220,99.21930072,5,-5.4,2.5,0.1,4.420086821,56.563,14.56817309,22.08,301.24,279.16,297.54,298.26,56.24,1169.67,1135.59,1191.83,1187.58,15.42,62.56,181.7,2384.6,14.52,17.71,57.3,3704,210.6,14,51.28,0.02,0.042928393,109.2,110.1,0.07,29,4.12,-0.43,0.342391131,0.294672455,53,32.23,209.7,28.1,28.1,14,-140.73,-30,-15.7
1510,1908.122177,23,-68.6,2.1,0,4.537490668,61.617,100,22.76,306.42,283.66,301.75,304.45,49.3,1196.04,1166.57,1215.87,1176.9,6.41,55.03,182.95,1738.1,14.35,17.94,61.81,3704,208.2,14.5,58.5,0.01,0.302499378,109.2,110.1,0.02,28.2,3.16,-0.29,4.639237973,0.302499378,60,32.29,210.3,28.1,28.1,14,-412.36,-150,-220.5
1214,430.2711014,2,-10,8,0.7,4.854953565,52.643,0.173146564,22.19,302.55,280.36,298.66,299.82,243.11,991.68,794.34,1037.45,1017.71,2.34,44.13,181.87,908,13.85,18.15,47.31,3704,210.8,14,45.68,-0.01,0.00056,109.2,110.1,-0.03,28.8,2.92,0.27,3.932883967,0.323663571,47,32,209.7,27.5,27.6,14,69.17,-180,-39.4
1548,1482.708537,30,31.1,2.5,0.1,2.810542712,63.136,100,22.73,304.95,282.22,299.87,297.54,25.56,1234.93,1247.69,1253.08,1260.49,15.41,61.55,180.99,2399.7,12.66,18.78,62.86,3704,207.3,13,60.67,-0.03,0.187369514,109.2,110.1,-0.04,29,10.36,0.69,1.276410662,0.187369514,63,31.44,210.4,28.1,28.1,14,475.75,840,598.4
17782,2687.468319,9,-52.2,0.3,0,1.194763737,62.464,0.077826013,6.64,259.98,265.49,258.85,263.46,74.09,970,1018.23,962.43,1036.52,1.56,54.17,159.27,731.2,15.12,18.01,61.95,1852,357.6,19,59.71,0.01,6.20E-05,116.2,114.3,-0.21,21.5,2.01,1,7.499036925,0.079650916,61,33.13,357.3,27.9,27.9,18,-255.07,90,27.6
1204,1298.778808,6,-57.7,1.6,-0.1,5.548814137,58.292,100,22.13,305.22,283.09,300.41,302.41,167.87,1092.05,985.65,1153.52,1087.51,1.23,41.25,182.36,832,14.61,19.34,59.25,3704,210.2,14,53.75,0,0.369920942,109.2,110.1,0.15,28.5,5.84,0.26,4.744594364,0.369920942,55,33.95,210.1,27.7,27.7,14,-247.43,30,-126
1225,625.4000554,27,16,2.3,0.1,1.746637354,63.85,45.49964396,21.89,302.04,280.15,298.05,297.92,24.72,1222.39,1226.77,1240.06,1247.11,15.36,62.8,181.71,2404.1,13.61,18.61,63.95,3704,209.9,14,61.69,-0.02,0.052980918,109.2,110.1,-0.03,29,8.14,1.9,12.29540344,0.11644249,64,32.22,212.1,28.1,28.1,14,441.3,720,444.9
9650,527.1418124,31,37.1,0,0,6.905495332,64.172,100,84.13,299.07,329.86,277.9,362.03,13.43,1261.43,1268.36,1274.86,1270.44,15.34,66.94,180.81,2436.2,16.55,14.51,68.15,3704,240,11,62.15,0.04,0.460366355,110.3,110.3,0.06,32.2,7.17,-1.52,8.316427866,0.460366355,65,31.06,236.7,28.2,28.1,14,316.19,30,224.4
1547,1377.775643,20,20.1,2.6,0.2,4.108350435,62.695,14.75156977,22.74,304.46,281.72,299.51,297.36,24.17,1230.67,1241.49,1248.31,1254.84,15.41,61.32,181,2397.5,12.5,18.99,62.88,3704,209.7,12.5,60.04,0.06,0.040403079,109.2,110.1,0.03,29,10.62,1.05,2.140489566,0.273890029,62,31.49,210.1,28.1,28.1,14,280.6,720,492.1